Project#,imaged,Morphospecies#,MorphospeciesName,phylum,subphylum,superclass,class,subclass,infraclass,subterclass,superorder,order,suborder,infraorder,parvorder,Zoosection,Zoosubsection,superfamily,epifamily,family,subfamily,supertribe,tribe,subtribe,genus,subgenus,specificEpithet,infraspecificEpithet,Scientific Name,sex,identifiedBy,identificationRemarks,identificationQualifier,individualCount,lifeStage,preparations,establismentMeans ,basisOfRecord,institutionID,institutionCode,datasetID,catalogNumber,collectionCode,occurrenceRemarks,recordedBy,associatedMedia,associatedTaxa,associatedReferences,associatedSequences,eventID,parentEventID,samplingProtocol,sampleSizeValue,sampleSizeUnit,samplingEffort,eventTime,year,month,day,habitat,fieldNumber,fieldNotes,eventRemarks,locationID,islandGroup,island,country,stateProvince,county,municipality,locality,verbatimLocality,verbatimElevation,verticalDatum,minimumElevationInMeters,maximumElevationInMeters,verbatimLatitude,verbatimLongitude,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,georeferencedBy,georeferencedDate,georeferenceProtocol,georeferenceSources,georeferenceRemarks,
SBBG-SR_000185,y,SBBG-SR_000185,,Arthropoda,Chelicerata,,Arachnida,,,,,Araneae,Araneomorphae,Entelegynae,,,,Gnaphosoidea,,Gnaphosidae,,,,,,,,,,,Casey H. Richart,to Gnaphosidae,,2,,80% EtOH,,PreservedSpecimen,SBBG,,SBBG-SR,000185,,adult females,Denise A. Knapp | Kathryn McEachern,https://bugguide.net/node/view/1899699 | https://bugguide.net/node/view/1899700 | https://bugguide.net/node/view/1899701,,,,1N-C_20170405,,pitfall traps: five 4 oz (118 ml) laboratory specimen containers,24,hours,24 hours,,2017,4,5,pitfall in annual grassland with 66% veg cover,,,,1N-C,Channel Islands,Santa Rosa Island,United States,California,Santa Barbara,,Soledad Ridge,,464 m,,,,Zone10 E766358,Zone10 N3759894,33.94584,-120.11799,NAD83 | GCS,,Casey H. Richart,7-May-20,,Montana State University | Google Earth,UTM coordinates were converted to decimal degrees using a Montana State University geographic unit converter found here http://www.rcn.montana.edu/resources/converter.aspx | elevational data was mined from Google Earth using converted coordinates,
SBBG-SR_000186,y,SBBG-SR_000186,,Arthropoda,Chelicerata,,Arachnida,,,,,Araneae,Araneomorphae,Entelegynae,,,,,,,,,,,,,,,,,Casey H. Richart,to Entelegynae,,1,,80% EtOH,,PreservedSpecimen,SBBG,,SBBG-SR,000186,,penultimate male,Denise A. Knapp | Kathryn McEachern,https://bugguide.net/node/view/1899702 | https://bugguide.net/node/view/1899705 | https://bugguide.net/node/view/1899706,,,,1N-C_20170405,,pitfall traps: five 4 oz (118 ml) laboratory specimen containers,24,hours,24 hours,,2017,4,5,pitfall in annual grassland with 66% veg cover,,,,1N-C,Channel Islands,Santa Rosa Island,United States,California,Santa Barbara,,Soledad Ridge,,464 m,,,,Zone10 E766358,Zone10 N3759894,33.94584,-120.11799,NAD83 | GCS,,Casey H. Richart,7-May-20,,Montana State University | Google Earth,UTM coordinates were converted to decimal degrees using a Montana State University geographic unit converter found here http://www.rcn.montana.edu/resources/converter.aspx | elevational data was mined from Google Earth using converted coordinates,
SBBG-SR_000187,n,unk,,Arthropoda,Chelicerata,,Arachnida,,,,,Araneae,Araneomorphae,,,,,,,,,,,,,,,,,,Casey H. Richart,to Araneomorphae,,1,,80% EtOH,,PreservedSpecimen,SBBG,,SBBG-SR,000187,,missing abdomen | not sorted to morph or imaged | does not appear to be the same as other spider morphospecies from this event,Denise A. Knapp | Kathryn McEachern,,,,,1N-C_20170405,,pitfall traps: five 4 oz (118 ml) laboratory specimen containers,24,hours,24 hours,,2017,4,5,pitfall in annual grassland with 66% veg cover,,,,1N-C,Channel Islands,Santa Rosa Island,United States,California,Santa Barbara,,Soledad Ridge,,464 m,,,,Zone10 E766358,Zone10 N3759894,33.94584,-120.11799,NAD83 | GCS,,Casey H. Richart,7-May-20,,Montana State University | Google Earth,UTM coordinates were converted to decimal degrees using a Montana State University geographic unit converter found here http://www.rcn.montana.edu/resources/converter.aspx | elevational data was mined from Google Earth using converted coordinates,
SBBG-SR_000188,queued,SBBG-SR_000188,,Arthropoda,Chelicerata,,Arachnida,Acari,,,Acariformes,Trombidiformes,Prostigmata,Anystina,,,,,,,,,,,,,,,,,Casey H. Richart,to Anystina,,9,,80% EtOH,,PreservedSpecimen,SBBG,,SBBG-SR,000188,,,Denise A. Knapp | Kathryn McEachern,,,,,1N-C_20170405,,pitfall traps: five 4 oz (118 ml) laboratory specimen containers,24,hours,24 hours,,2017,4,5,pitfall in annual grassland with 66% veg cover,,,,1N-C,Channel Islands,Santa Rosa Island,United States,California,Santa Barbara,,Soledad Ridge,,464 m,,,,Zone10 E766358,Zone10 N3759894,33.94584,-120.11799,NAD83 | GCS,,Casey H. Richart,7-May-20,,Montana State University | Google Earth,UTM coordinates were converted to decimal degrees using a Montana State University geographic unit converter found here http://www.rcn.montana.edu/resources/converter.aspx | elevational data was mined from Google Earth using converted coordinates,
SBBG-SR_000189,queued,SBBG-SR_000189,,Arthropoda,Chelicerata,,Arachnida,Acari,,,Acariformes,,,,,,,,,,,,,,,,,,,,Casey H. Richart,to Acariformes,,2,,80% EtOH,,PreservedSpecimen,SBBG,,SBBG-SR,000189,,,Denise A. Knapp | Kathryn McEachern,,,,,1N-C_20170405,,pitfall traps: five 4 oz (118 ml) laboratory specimen containers,24,hours,24 hours,,2017,4,5,pitfall in annual grassland with 66% veg cover,,,,1N-C,Channel Islands,Santa Rosa Island,United States,California,Santa Barbara,,Soledad Ridge,,464 m,,,,Zone10 E766358,Zone10 N3759894,33.94584,-120.11799,NAD83 | GCS,,Casey H. Richart,7-May-20,,Montana State University | Google Earth,UTM coordinates were converted to decimal degrees using a Montana State University geographic unit converter found here http://www.rcn.montana.edu/resources/converter.aspx | elevational data was mined from Google Earth using converted coordinates,
SBBG-SR_000190,queued,SBBG-SR_000190,,Arthropoda,Chelicerata,,Arachnida,Acari,,,Acariformes,Trombidiformes,Prostigmata,Eupodina,,,,Bdelloidea,,Bdellidae,,,,,,,,,,,Casey H. Richart,to Bdellidae,,2,,80% EtOH,,PreservedSpecimen,SBBG,,SBBG-SR,000190,,likely immature,Denise A. Knapp | Kathryn McEachern,,,,,1N-C_20170405,,pitfall traps: five 4 oz (118 ml) laboratory specimen containers,24,hours,24 hours,,2017,4,5,pitfall in annual grassland with 66% veg cover,,,,1N-C,Channel Islands,Santa Rosa Island,United States,California,Santa Barbara,,Soledad Ridge,,464 m,,,,Zone10 E766358,Zone10 N3759894,33.94584,-120.11799,NAD83 | GCS,,Casey H. Richart,7-May-20,,Montana State University | Google Earth,UTM coordinates were converted to decimal degrees using a Montana State University geographic unit converter found here http://www.rcn.montana.edu/resources/converter.aspx | elevational data was mined from Google Earth using converted coordinates,
SBBG-SR_000191,y,SBBG-SR_000191,,Arthropoda,Chelicerata,,Arachnida,Acari,,,Acariformes,,,,,,,,,,,,,,,,,,,,Casey H. Richart,to Acariformes,,2,,80% EtOH,,PreservedSpecimen,SBBG,,SBBG-SR,000191,,likely immature,Denise A. Knapp | Kathryn McEachern,https://bugguide.net/node/view/1917290 | https://bugguide.net/node/view/1917291 | https://bugguide.net/node/view/1917292,,,,1N-C_20170405,,pitfall traps: five 4 oz (118 ml) laboratory specimen containers,24,hours,24 hours,,2017,4,5,pitfall in annual grassland with 66% veg cover,,,,1N-C,Channel Islands,Santa Rosa Island,United States,California,Santa Barbara,,Soledad Ridge,,464 m,,,,Zone10 E766358,Zone10 N3759894,33.94584,-120.11799,NAD83 | GCS,,Casey H. Richart,7-May-20,,Montana State University | Google Earth,UTM coordinates were converted to decimal degrees using a Montana State University geographic unit converter found here http://www.rcn.montana.edu/resources/converter.aspx | elevational data was mined from Google Earth using converted coordinates,
SBBG-SR_000192,y,SBBG-SR_000192,,Arthropoda,Chelicerata,,Arachnida,Acari,,,Acariformes,,,,,,,,,,,,,,,,,,,,Casey H. Richart,to Acariformes,,14,,80% EtOH,,PreservedSpecimen,SBBG,,SBBG-SR,000192,,,Denise A. Knapp | Kathryn McEachern,https://bugguide.net/node/view/1917293 | https://bugguide.net/node/view/1917294 | https://bugguide.net/node/view/1917295,,,,1N-C_20170405,,pitfall traps: five 4 oz (118 ml) laboratory specimen containers,24,hours,24 hours,,2017,4,5,pitfall in annual grassland with 66% veg cover,,,,1N-C,Channel Islands,Santa Rosa Island,United States,California,Santa Barbara,,Soledad Ridge,,464 m,,,,Zone10 E766358,Zone10 N3759894,33.94584,-120.11799,NAD83 | GCS,,Casey H. Richart,7-May-20,,Montana State University | Google Earth,UTM coordinates were converted to decimal degrees using a Montana State University geographic unit converter found here http://www.rcn.montana.edu/resources/converter.aspx | elevational data was mined from Google Earth using converted coordinates,
SBBG-SR_000193,y,SBBG-SR_000193,,Arthropoda,Chelicerata,,Arachnida,Acari,,,Acariformes,,,,,,,,,,,,,,,,,,,,Casey H. Richart,to Acariformes,,2,,80% EtOH,,PreservedSpecimen,SBBG,,SBBG-SR,000193,,,Denise A. Knapp | Kathryn McEachern,https://bugguide.net/node/view/1917297 | https://bugguide.net/node/view/1917298 | https://bugguide.net/node/view/1917299 | https://bugguide.net/node/view/1917300,,,,1N-C_20170405,,pitfall traps: five 4 oz (118 ml) laboratory specimen containers,24,hours,24 hours,,2017,4,5,pitfall in annual grassland with 66% veg cover,,,,1N-C,Channel Islands,Santa Rosa Island,United States,California,Santa Barbara,,Soledad Ridge,,464 m,,,,Zone10 E766358,Zone10 N3759894,33.94584,-120.11799,NAD83 | GCS,,Casey H. Richart,7-May-20,,Montana State University | Google Earth,UTM coordinates were converted to decimal degrees using a Montana State University geographic unit converter found here http://www.rcn.montana.edu/resources/converter.aspx | elevational data was mined from Google Earth using converted coordinates,
SBBG-SR_000194,queued,SBBG-SR_000194,,Arthropoda,Chelicerata,,Arachnida,Acari,,,Acariformes,,,,,,,,,,,,,,,,,,,,Casey H. Richart,to Acariformes,,1,,80% EtOH,,PreservedSpecimen,SBBG,,SBBG-SR,000194,,,Denise A. Knapp | Kathryn McEachern,,,,,1N-C_20170405,,pitfall traps: five 4 oz (118 ml) laboratory specimen containers,24,hours,24 hours,,2017,4,5,pitfall in annual grassland with 66% veg cover,,,,1N-C,Channel Islands,Santa Rosa Island,United States,California,Santa Barbara,,Soledad Ridge,,464 m,,,,Zone10 E766358,Zone10 N3759894,33.94584,-120.11799,NAD83 | GCS,,Casey H. Richart,7-May-20,,Montana State University | Google Earth,UTM coordinates were converted to decimal degrees using a Montana State University geographic unit converter found here http://www.rcn.montana.edu/resources/converter.aspx | elevational data was mined from Google Earth using converted coordinates,
SBBG-SR_000195,y,SBBG-SR_000195,,Arthropoda,Chelicerata,,Arachnida,Acari,,,Acariformes,,,,,,,,,,,,,,,,,,,,Casey H. Richart,to Acariformes,,3,,80% EtOH,,PreservedSpecimen,SBBG,,SBBG-SR,000195,,,Denise A. Knapp | Kathryn McEachern,https://www.inaturalist.org/observations/71018266,,,,1N-C_20170405,,pitfall traps: five 4 oz (118 ml) laboratory specimen containers,24,hours,24 hours,,2017,4,5,pitfall in annual grassland with 66% veg cover,,,,1N-C,Channel Islands,Santa Rosa Island,United States,California,Santa Barbara,,Soledad Ridge,,464 m,,,,Zone10 E766358,Zone10 N3759894,33.94584,-120.11799,NAD83 | GCS,,Casey H. Richart,7-May-20,,Montana State University | Google Earth,UTM coordinates were converted to decimal degrees using a Montana State University geographic unit converter found here http://www.rcn.montana.edu/resources/converter.aspx | elevational data was mined from Google Earth using converted coordinates,
SBBG-SR_000196,n,unk,,Arthropoda,Chelicerata,,Arachnida,Acari,,,Acariformes,,,,,,,,,,,,,,,,,,,,Casey H. Richart,to Acariformes,,10,,80% EtOH,,PreservedSpecimen,SBBG,,SBBG-SR,000196,,various juvenile Acari not imaged or sorted to morphospecies,Denise A. Knapp | Kathryn McEachern,,,,,1N-C_20170405,,pitfall traps: five 4 oz (118 ml) laboratory specimen containers,24,hours,24 hours,,2017,4,5,pitfall in annual grassland with 66% veg cover,,,,1N-C,Channel Islands,Santa Rosa Island,United States,California,Santa Barbara,,Soledad Ridge,,464 m,,,,Zone10 E766358,Zone10 N3759894,33.94584,-120.11799,NAD83 | GCS,,Casey H. Richart,7-May-20,,Montana State University | Google Earth,UTM coordinates were converted to decimal degrees using a Montana State University geographic unit converter found here http://www.rcn.montana.edu/resources/converter.aspx | elevational data was mined from Google Earth using converted coordinates,
SBBG-SR_000197,n,SBBG-SR_000013,,Arthropoda,Hexapoda,,Entognatha,Collembola,,,,Symphypleona,,,,,,Sminthuroidea,,Bourletiellidae,,,,,,,,,,,Casey H. Richart,to morphospecies SBBG-SR_000013,,72,,80% EtOH,,PreservedSpecimen,SBBG,,SBBG-SR,000197,,,Denise A. Knapp | Kathryn McEachern,,,,,1N-C_20170405,,pitfall traps: five 4 oz (118 ml) laboratory specimen containers,24,hours,24 hours,,2017,4,5,pitfall in annual grassland with 66% veg cover,,,,1N-C,Channel Islands,Santa Rosa Island,United States,California,Santa Barbara,,Soledad Ridge,,464 m,,,,Zone10 E766358,Zone10 N3759894,33.94584,-120.11799,NAD83 | GCS,,Casey H. Richart,7-May-20,,Montana State University | Google Earth,UTM coordinates were converted to decimal degrees using a Montana State University geographic unit converter found here http://www.rcn.montana.edu/resources/converter.aspx | elevational data was mined from Google Earth using converted coordinates,
SBBG-SR_000198,n,SBBG-SR_000033,,Arthropoda,Hexapoda,,Entognatha,Collembola,,,,Entomobryomorpha,,,,,,Isotomoidea,,Isotomidae,,,,,,,,,,,Casey H. Richart,to morphospecies SBBG-SR_000033,,1,,80% EtOH,,PreservedSpecimen,SBBG,,SBBG-SR,000198,,,Denise A. Knapp | Kathryn McEachern,,,,,1N-C_20170405,,pitfall traps: five 4 oz (118 ml) laboratory specimen containers,24,hours,24 hours,,2017,4,5,pitfall in annual grassland with 66% veg cover,,,,1N-C,Channel Islands,Santa Rosa Island,United States,California,Santa Barbara,,Soledad Ridge,,464 m,,,,Zone10 E766358,Zone10 N3759894,33.94584,-120.11799,NAD83 | GCS,,Casey H. Richart,7-May-20,,Montana State University | Google Earth,UTM coordinates were converted to decimal degrees using a Montana State University geographic unit converter found here http://www.rcn.montana.edu/resources/converter.aspx | elevational data was mined from Google Earth using converted coordinates,
SBBG-SR_000199,n,SBBG-SR_000028,,Arthropoda,Hexapoda,,Entognatha,Collembola,,,,Entomobryomorpha,,,,,,Entomobryoidea,,Entomobryidae,,,,,Entomobrya,,,,,,Casey H. Richart,to morphospecies SBBG-SR_000028,,2,,80% EtOH,,PreservedSpecimen,SBBG,,SBBG-SR,000199,,,Denise A. Knapp | Kathryn McEachern,,,,,1N-C_20170405,,pitfall traps: five 4 oz (118 ml) laboratory specimen containers,24,hours,24 hours,,2017,4,5,pitfall in annual grassland with 66% veg cover,,,,1N-C,Channel Islands,Santa Rosa Island,United States,California,Santa Barbara,,Soledad Ridge,,464 m,,,,Zone10 E766358,Zone10 N3759894,33.94584,-120.11799,NAD83 | GCS,,Casey H. Richart,7-May-20,,Montana State University | Google Earth,UTM coordinates were converted to decimal degrees using a Montana State University geographic unit converter found here http://www.rcn.montana.edu/resources/converter.aspx | elevational data was mined from Google Earth using converted coordinates,
SBBG-SR_000200,n,SBBG-SR_000026,,Arthropoda,Hexapoda,,Entognatha,Collembola,,,,Symphypleona,,,,,,Sminthuroidea,,Bourletiellidae,,,,,Bourletiella,,gibbonsi,,Bourletiella gibbonsi,,Casey H. Richart,to  morphospecies SBBG-SR_000026,,2,,80% EtOH,,PreservedSpecimen,SBBG,,SBBG-SR,000200,,,Denise A. Knapp | Kathryn McEachern,,,,,1N-C_20170405,,pitfall traps: five 4 oz (118 ml) laboratory specimen containers,24,hours,24 hours,,2017,4,5,pitfall in annual grassland with 66% veg cover,,,,1N-C,Channel Islands,Santa Rosa Island,United States,California,Santa Barbara,,Soledad Ridge,,464 m,,,,Zone10 E766358,Zone10 N3759894,33.94584,-120.11799,NAD83 | GCS,,Casey H. Richart,7-May-20,,Montana State University | Google Earth,UTM coordinates were converted to decimal degrees using a Montana State University geographic unit converter found here http://www.rcn.montana.edu/resources/converter.aspx | elevational data was mined from Google Earth using converted coordinates,
SBBG-SR_000201,n,SBBG-SR_000008,,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Dermaptera,Neodermaptera,Epidermaptera,Eteodermaptera,,,Forficuloidea,,Forficulidae,Forficulinae,,,,Forficula,,auricularia,,Forficula auricularia,,Casey H. Richart,to Forficua auricularia morphospecies SBBG-SR_000008,,5,,80% EtOH,,PreservedSpecimen,SBBG,,SBBG-SR,000201,,,Denise A. Knapp | Kathryn McEachern,,,,,1N-C_20170405,,pitfall traps: five 4 oz (118 ml) laboratory specimen containers,24,hours,24 hours,,2017,4,5,pitfall in annual grassland with 66% veg cover,,,,1N-C,Channel Islands,Santa Rosa Island,United States,California,Santa Barbara,,Soledad Ridge,,464 m,,,,Zone10 E766358,Zone10 N3759894,33.94584,-120.11799,NAD83 | GCS,,Casey H. Richart,7-May-20,,Montana State University | Google Earth,UTM coordinates were converted to decimal degrees using a Montana State University geographic unit converter found here http://www.rcn.montana.edu/resources/converter.aspx | elevational data was mined from Google Earth using converted coordinates,
SBBG-SR_000202,n,SBBG-SR_000001,,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Hemiptera,Auchenorrhyncha,Cicadomorpha,,,,Membracoidea,,Cicadellidae,Deltocephalinae,,Paralimnini,Paralimnina,,,,,,,Casey H. Richart,to morphospecies SBBG-SR_000001,,6,,80% EtOH,,PreservedSpecimen,SBBG,,SBBG-SR,000202,,,Denise A. Knapp | Kathryn McEachern,,,,,1N-C_20170405,,pitfall traps: five 4 oz (118 ml) laboratory specimen containers,24,hours,24 hours,,2017,4,5,pitfall in annual grassland with 66% veg cover,,,,1N-C,Channel Islands,Santa Rosa Island,United States,California,Santa Barbara,,Soledad Ridge,,464 m,,,,Zone10 E766358,Zone10 N3759894,33.94584,-120.11799,NAD83 | GCS,,Casey H. Richart,7-May-20,,Montana State University | Google Earth,UTM coordinates were converted to decimal degrees using a Montana State University geographic unit converter found here http://www.rcn.montana.edu/resources/converter.aspx | elevational data was mined from Google Earth using converted coordinates,
SBBG-SR_000203,y,SBBG-SR_000203,,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Hemiptera,Auchenorrhyncha,Cicadomorpha,,,,Membracoidea,,Cicadellidae,Megophthalminae,,Agalliini,Agalliina,Ceratagallia,,,,,,Casey H. Richart | Solomon Hendrix,to Cicadellidae | to Ceratagallia from Cicadellidae on BugGuide,"""Moved tentatively"" to Ceratagallia",2,,80% EtOH,,PreservedSpecimen,SBBG,,SBBG-SR,000203,,,Denise A. Knapp | Kathryn McEachern,https://bugguide.net/node/view/1899708 | https://bugguide.net/node/view/1899709 | https://bugguide.net/node/view/1899710 | https://bugguide.net/node/view/1899711,,,,1N-C_20170405,,pitfall traps: five 4 oz (118 ml) laboratory specimen containers,24,hours,24 hours,,2017,4,5,pitfall in annual grassland with 66% veg cover,,,,1N-C,Channel Islands,Santa Rosa Island,United States,California,Santa Barbara,,Soledad Ridge,,464 m,,,,Zone10 E766358,Zone10 N3759894,33.94584,-120.11799,NAD83 | GCS,,Casey H. Richart,7-May-20,,Montana State University | Google Earth,UTM coordinates were converted to decimal degrees using a Montana State University geographic unit converter found here http://www.rcn.montana.edu/resources/converter.aspx | elevational data was mined from Google Earth using converted coordinates,
SBBG-SR_000204,y,SBBG-SR_000204,,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Hemiptera,Auchenorrhyncha,Cicadomorpha,,,,Membracoidea,,Cicadellidae,Megophthalminae,,Agalliini,Agalliina,Ceratagallia,,,,,,Casey H. Richart | Solomon Hendrix,to Cicadellidae | to Ceratagallia from Cicadellidae on BugGuide,,1,,80% EtOH,,PreservedSpecimen,SBBG,,SBBG-SR,000204,,,Denise A. Knapp | Kathryn McEachern,https://bugguide.net/node/view/1917301 | https://bugguide.net/node/view/1917302 | https://bugguide.net/node/view/1917303 | https://bugguide.net/node/view/1917304,,,,1N-C_20170405,,pitfall traps: five 4 oz (118 ml) laboratory specimen containers,24,hours,24 hours,,2017,4,5,pitfall in annual grassland with 66% veg cover,,,,1N-C,Channel Islands,Santa Rosa Island,United States,California,Santa Barbara,,Soledad Ridge,,464 m,,,,Zone10 E766358,Zone10 N3759894,33.94584,-120.11799,NAD83 | GCS,,Casey H. Richart,7-May-20,,Montana State University | Google Earth,UTM coordinates were converted to decimal degrees using a Montana State University geographic unit converter found here http://www.rcn.montana.edu/resources/converter.aspx | elevational data was mined from Google Earth using converted coordinates,
